User_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status
1001948,M,25,10,B,3,0
1001949,M,28,17,C,0,0
1001950,M,54,12,C,1,0
1001951,F,46,4,C,1,0
1001952,M,53,1,B,1,1
1001953,F,53,2,C,2,0
1001954,M,61,16,C,1,0
1001955,M,27,19,C,4+,0
1001956,M,24,0,C,1,1
1001957,F,59,4,C,0,0
1001958,F,50,1,B,3,0
1001960,M,33,7,B,3,1
1001961,F,39,3,C,2,1
1001962,F,22,1,B,0,1
1001963,F,42,9,C,4+,1
1001964,F,49,6,C,1,0
1001965,M,22,17,C,1,0
1001966,M,46,20,C,2,0
1001967,M,44,7,B,4+,1
1001968,M,37,11,B,2,0
1001969,F,45,3,B,4+,0
1001970,M,20,13,C,1,0
1001971,F,60,14,C,3,0
1001972,M,65,17,C,0,1
1001973,M,40,1,A,0,0
1001974,M,22,17,B,1,0
1001976,M,19,5,C,0,1
1001977,M,58,6,C,2,1
1001978,M,48,10,C,4+,0
1001979,M,20,17,B,4+,0
1001980,M,18,7,A,1,0
1001981,M,25,1,C,2,1
1001982,M,27,10,C,4+,0
1001983,M,63,14,A,3,0
1001984,M,24,10,B,2,1
1001985,M,26,12,A,2,1
1001986,M,47,13,C,1,1
1001988,F,55,1,B,2,0
1001989,M,22,6,C,1,0
1001990,M,55,7,C,2,1
1001992,M,19,4,C,3,0
1001993,M,61,17,C,4+,1
1001994,M,45,2,C,0,0
1001995,M,52,1,C,4+,1
1001996,M,43,0,C,3,0
1001997,M,59,0,A,0,1
1001998,F,41,9,B,2,1
1001999,F,51,3,C,1,0
1002000,M,60,4,C,1,0
1002001,M,24,1,A,1,1
1002002,F,45,13,C,2,1
1002003,M,62,10,C,1,0
1002004,M,26,19,C,1,1
1002005,M,27,4,C,3,0
1002006,M,26,0,A,1,1
1002007,M,55,16,C,4+,1
1002008,M,28,3,C,0,0
1002009,F,31,7,C,3,0
1002010,M,65,4,B,0,0
1002011,F,61,3,B,3,1
1002012,M,23,4,B,3,1
1002013,M,19,0,C,1,1
1002014,M,29,4,C,2,1
1002015,M,42,4,B,4+,0
1002016,F,51,2,C,2,1
1002017,M,26,17,C,3,0
1002018,M,51,16,B,1,0
1002020,M,36,7,B,0,1
1002021,M,62,0,C,1,0
1002022,M,41,7,C,1,0
1002023,M,47,4,B,2,1
1002024,M,19,19,C,2,0
1002025,M,46,13,C,3,0
1002026,M,55,16,C,1,1
1002027,F,55,9,C,1,0
1002028,M,28,6,C,3,1
1002029,F,27,12,A,0,0
1002030,M,23,4,B,1,0
1002031,M,64,20,A,3,0
1002032,M,60,14,C,4+,1
1002033,F,25,20,B,0,0
1002034,F,20,2,C,4+,1
1002035,F,24,0,C,1,0
1002036,F,22,14,B,1,0
1002037,M,41,14,C,3,0
1002038,F,19,1,B,3,1
1002039,M,55,16,C,2,0
1002041,F,50,20,B,4+,0
1002042,M,50,10,C,4+,0
1002043,M,46,14,C,1,1
1002044,F,52,0,C,0,1
1002046,M,61,1,C,2,0
1002047,M,60,10,B,1,0
1002048,M,21,6,B,2,0
1002049,F,20,0,A,1,1
1002050,F,26,3,C,2,0
1002051,M,18,7,C,2,0
1002052,M,28,10,C,0,0
1002053,M,30,11,C,1,1
1002054,M,23,12,C,4+,0
1002055,M,26,11,C,4+,1
1002056,M,39,4,B,2,0
1002057,M,49,1,C,4+,0
1002058,F,53,1,B,1,0
1002059,M,52,0,B,3,0
1002060,M,55,1,C,3,0
1002062,M,21,4,C,2,0
1002063,M,40,4,A,3,0
1002064,M,22,1,C,1,0
1002065,M,41,6,C,2,0
1002066,F,35,6,B,2,1
1002067,M,32,16,B,2,0
1002068,F,20,12,C,2,0
1002069,M,28,15,C,4+,1
1002070,F,58,6,A,0,0
1002071,M,45,7,C,1,1
1002072,F,42,12,C,1,0
1002073,F,35,4,B,4+,0
1002074,M,27,4,A,1,0
1002075,F,39,4,A,1,0
1002076,M,44,4,B,0,1
1002078,M,26,4,C,1,0
1002079,M,54,10,C,3,0
1002081,M,30,17,C,1,0
1002083,M,43,4,C,0,0
1002084,M,22,4,C,2,0
1002085,M,35,0,C,4+,0
1002086,M,42,14,C,3,0
1002087,M,25,0,C,4+,0
1002088,M,54,7,A,1,1
1002089,M,41,17,C,2,0
1002090,M,42,17,C,2,0
1002091,F,58,20,C,1,0
1002092,M,38,1,B,4+,1
1002093,M,33,0,C,1,1
1002094,M,22,2,B,3,0
1002095,M,24,13,C,1,1
1002096,F,20,17,C,1,1
1002097,M,28,5,C,0,0
1002098,M,43,20,A,0,1
1002099,F,61,0,B,1,0
1002100,F,34,0,C,4+,0
1002101,M,21,16,C,1,1
1002102,M,33,11,B,3,0
1002103,M,44,12,C,0,0
1002104,M,62,15,C,2,1
1002105,M,52,1,A,0,1
1002106,F,52,20,A,3,1
1002108,M,60,10,C,1,0
1002109,M,52,16,B,2,0
1002110,M,59,11,C,3,0
1002111,M,27,13,C,4+,1
1002112,F,50,12,C,3,0
1002113,M,45,6,C,1,0
1002114,M,40,18,C,0,0
1002115,M,34,17,C,1,0
1002116,M,26,4,B,4+,1
1002117,M,50,13,B,3,0
1002119,M,25,4,B,3,0
1002121,M,31,13,C,0,1
1002122,M,64,12,C,4+,1
1002123,F,35,0,C,4+,1
1002124,M,34,0,B,1,1
1002125,M,33,3,C,0,0
1002126,M,31,14,C,0,1
1002127,M,26,4,C,0,1
1002129,M,38,5,B,1,0
1002130,M,26,0,C,2,1
1002131,M,25,0,B,1,0
1002132,M,41,14,C,3,1
1002134,M,42,10,B,4+,0
1002136,M,31,18,C,3,0
1002137,F,35,10,C,1,0
1002138,F,39,4,C,2,0
1002139,F,64,3,B,1,1
1002140,M,18,14,C,2,1
1002141,F,46,16,C,0,1
1002143,M,29,4,B,2,0
1002144,M,42,0,C,1,1
1002145,M,24,10,C,2,1
1002146,M,28,2,C,3,1
1002147,F,29,0,B,3,0
1002148,F,53,0,B,0,1
1002149,M,18,0,C,2,0
1002150,F,26,4,C,4+,0
1002151,M,65,13,C,2,1
1002152,M,49,4,C,2,0
1002153,M,31,16,B,3,0
1002154,M,54,12,C,1,1
1002155,F,60,10,C,1,0
1002156,M,53,19,C,4+,0
1002157,F,31,3,C,0,0
1002158,M,56,12,A,1,1
1002159,F,46,14,A,3,1
1002160,F,27,19,C,3,0
1002161,F,30,2,C,2,1
1002162,F,23,10,C,2,0
1002163,M,38,0,C,0,1
1002164,M,56,0,B,3,0
1002165,M,44,7,C,4+,1
1002166,M,32,10,C,1,0
1002167,F,51,6,B,0,1
1002168,M,61,10,B,4+,0
1002169,M,29,0,C,3,0
1002170,F,25,16,C,2,1
1002171,M,64,0,A,3,0
1002172,M,58,20,B,2,0
1002173,M,35,13,C,1,0
1002174,M,58,12,B,1,1
1002175,M,23,4,C,2,0
1002176,M,54,19,B,1,0
1002177,F,39,20,C,3,1
1002178,M,60,14,C,4+,0
1002179,F,45,0,C,1,1
1002180,M,61,12,B,3,1
1002181,M,44,0,B,4+,1
1002183,F,64,1,C,2,0
1002184,M,48,4,C,2,0
1002185,M,21,17,C,2,1
1002186,M,64,5,C,4+,0
1002187,M,60,16,C,1,1
1002188,F,52,19,B,4+,0
1002189,M,55,10,A,1,0
1002190,F,43,15,B,1,1
1002192,F,25,0,B,2,0
1002193,M,28,10,C,1,0
1002194,M,60,17,C,3,0
1002195,M,44,10,A,0,0
1002196,M,51,12,C,1,1
1002197,F,42,1,C,1,0
1002198,F,37,9,C,1,0
1002199,M,26,10,B,3,0
1002200,M,64,1,C,3,0
1002201,M,62,20,C,3,1
1002202,F,50,10,C,2,0
1002203,M,45,12,B,4+,1
1002204,M,64,3,B,4+,1
1002205,F,35,7,A,3,1
1002206,M,63,7,B,1,1
1002207,M,22,4,C,4+,0
1002208,M,31,0,C,1,0
1002209,M,29,7,A,2,1
1002210,M,25,17,C,0,0
1002211,M,59,6,C,2,1
1002212,M,62,4,A,2,1
1002213,F,51,0,B,3,0
1002214,F,54,1,C,4+,1
1002215,F,59,0,B,2,1
1002216,F,53,20,C,0,0
1002217,M,61,10,C,0,0
1002218,M,47,17,C,2,1
1002219,M,27,6,C,3,0
1002220,F,21,3,C,2,0
1002221,M,62,17,B,0,1
1002222,F,38,1,B,2,1
1002223,M,29,2,B,0,1
1002224,M,41,12,C,2,1
1002225,M,49,5,B,1,1
1002228,M,59,12,C,3,1
1002230,F,37,1,B,4+,1
1002231,M,50,11,B,1,1
1002232,M,55,14,B,1,1
1002233,F,48,3,B,2,1
1002234,M,21,1,C,0,1
1002235,M,45,10,C,2,0
1002236,M,37,10,C,0,0
1002237,F,62,6,B,1,0
1002238,F,60,4,B,2,0
1002239,M,42,10,A,0,0
1002240,M,42,12,C,0,1
1002241,M,45,5,B,1,0
1002242,M,60,4,A,2,0
1002243,M,47,2,C,1,1
1002245,M,24,10,C,1,0
1002247,M,26,2,B,2,1
1002248,F,33,12,C,2,0
1002249,M,29,5,C,3,0
1002250,M,37,19,A,3,1
1002251,M,61,14,A,3,0
1002252,F,49,1,B,1,0
1002253,F,25,0,C,4+,0
1002254,M,22,5,C,3,0
1002255,F,28,6,B,1,1
1002256,F,44,15,C,1,0
1002257,F,58,4,B,2,0
1002258,F,50,4,B,4+,0
1002259,F,28,16,C,1,1
1002260,F,64,20,C,1,0
1002261,M,19,5,C,1,0
1002262,M,45,17,C,1,1
1002263,M,27,6,C,2,1
1002264,F,58,7,C,1,0
1002265,M,24,13,C,1,1
1002266,F,34,2,C,1,1
1002267,F,28,13,C,1,1
1002268,F,51,1,C,4+,0
1002270,M,52,1,C,3,1
1002271,M,30,14,A,1,0
1002272,M,32,0,C,1,0
1002273,M,19,6,C,4+,0
1002274,M,30,2,B,3,0
1002275,M,56,7,C,3,1
1002276,M,47,13,C,1,1
1002278,M,65,17,B,4+,1
1002279,M,61,7,B,2,1
1002280,M,54,6,B,2,1
1002281,M,39,11,A,4+,0
1002283,M,30,18,C,2,1
1002284,M,51,20,B,1,1
1002285,F,53,10,B,3,0
1002286,M,26,17,C,3,0
1002287,M,59,0,C,1,1
1002288,M,34,10,B,2,0
1002289,F,41,1,C,1,1
1002291,M,62,1,C,2,1
1002292,M,58,15,C,2,1
1002293,F,26,3,B,1,1
1002294,M,39,13,B,3,0
1002296,F,37,6,C,3,1
1002297,M,27,13,C,4+,1
1002298,M,52,17,C,4+,0
1002299,F,40,10,B,4+,0
1002300,M,45,13,B,3,1
1002302,M,24,12,A,1,1
1002303,M,40,17,B,4+,1
1002304,M,34,12,B,2,1
1002305,M,57,20,A,1,1
1002306,F,41,4,A,2,0
1002307,M,41,17,A,1,1
1002308,F,34,16,A,3,1
1002309,F,43,0,C,2,1
1002310,M,41,12,B,3,1
1002311,F,50,4,B,2,1
1002313,F,36,6,C,4+,1
1002314,F,54,1,A,4+,0
1002316,M,43,0,B,0,0
1002318,M,55,7,C,0,1
1002319,M,44,7,A,1,0
1002320,F,24,1,C,1,1
1002321,M,44,7,B,4+,1
1002322,F,64,13,A,2,1
1002323,M,49,3,B,1,1
1002324,M,32,17,C,3,0
1002325,F,36,4,C,1,0
1002327,M,27,10,C,2,0
1002329,F,34,15,C,1,1
1002330,M,56,7,A,1,1
1002331,M,64,1,A,1,1
1002332,M,45,14,B,2,0
1002334,F,45,7,B,1,1
1002335,M,60,17,A,3,0
1002336,M,56,18,C,1,1
1002338,M,60,17,C,4+,1
1002339,F,33,3,C,4+,1
1002340,M,43,2,A,2,0
1002341,M,46,1,A,4+,0
1002342,M,57,3,C,1,0
1002343,F,35,1,C,2,1
1002344,M,52,12,A,1,0
1002346,F,42,10,A,1,0
1002347,M,32,1,C,1,0
1002348,M,45,12,C,4+,1
1002349,M,58,8,C,4+,0
1002350,M,37,4,C,1,1
1002351,F,60,0,B,4+,0
1002352,M,25,13,B,1,1
1002353,F,23,9,C,3,1
1002354,M,61,11,B,3,1
1002355,F,50,9,C,2,1
1002357,F,22,14,C,4+,0
1002359,M,25,13,C,1,1
1002361,M,65,7,B,1,1
1002362,M,38,14,A,1,0
1002364,F,38,9,C,0,1
1002365,M,60,7,C,1,1
1002366,F,31,16,C,1,1
1002367,F,25,9,B,1,0
1002368,F,33,13,C,1,0
1002369,M,58,14,B,1,1
1002370,M,53,1,C,2,0
1002371,F,20,7,C,2,0
1002372,F,18,7,C,1,1
1002374,M,25,14,B,2,0
1002376,M,57,1,A,3,0
1002378,M,59,3,C,1,1
1002379,M,58,18,C,1,0
1002380,M,25,4,A,0,1
1002381,F,28,9,B,2,0
1002382,M,23,13,B,1,0
1002383,F,18,14,B,3,0
1002386,F,19,0,B,3,0
1002387,M,35,17,C,4+,0
1002389,M,28,16,A,0,1
1002390,F,28,6,C,1,0
1002391,M,37,18,C,4+,0
1002392,F,28,3,B,1,1
1002393,M,61,13,C,1,1
1002394,M,47,6,B,2,1
1002395,M,30,7,C,1,0
1002396,F,53,0,C,1,0
1002397,F,50,11,B,3,0
1002398,M,48,0,B,1,0
1002399,M,56,17,C,4+,0
1002401,M,59,4,C,3,1
1002402,M,32,17,B,4+,0
1002404,M,29,7,C,1,0
1002405,M,31,8,C,1,1
1002406,F,38,12,C,1,1
1002407,M,38,16,C,1,0
1002408,F,22,1,C,2,1
1002409,F,22,9,B,3,1
1002410,M,42,7,C,1,1
1002411,F,45,14,B,1,0
1002414,M,48,1,C,4+,1
1002415,M,23,7,C,2,1
1002416,M,30,7,C,3,1
1002418,F,41,10,B,1,0
1002419,M,26,0,B,3,1
1002420,M,38,7,C,2,1
1002421,M,19,7,C,2,1
1002423,F,25,9,C,2,1
1002424,M,48,17,C,3,0
1002425,F,18,14,B,2,1
1002426,M,36,0,C,1,1
1002427,F,36,14,C,3,0
1002428,M,28,17,B,1,0
1002429,M,30,2,A,2,1
1002430,M,29,4,B,2,0
1002434,M,33,4,C,2,0
1002435,M,35,4,A,3,1
1002436,M,19,7,B,2,0
1002437,M,38,4,C,4+,1
1002438,M,31,1,A,2,0
1002439,M,55,17,A,1,1
1002440,M,35,17,C,1,1
1002441,F,27,6,C,2,1
1002442,M,18,17,C,2,0
1002444,F,41,4,B,1,1
1002445,M,18,0,A,1,1
1002446,M,48,7,B,0,0
1002447,M,52,14,C,1,1
1002449,M,50,13,A,1,1
1002451,M,31,12,C,1,1
1002452,M,57,7,B,0,0
1002453,M,36,7,B,0,0
1002454,M,31,0,B,1,0
1002455,M,36,7,A,1,0
1002456,M,60,5,A,1,0
1002457,M,43,0,B,0,1
1002458,M,35,7,C,3,1
1002459,M,51,7,A,1,1
1002460,F,40,1,C,1,1
1002461,M,32,4,B,1,0
1002462,M,64,1,B,1,0
1002463,M,62,7,C,0,0
1002464,F,61,4,C,4+,0
1002465,M,41,6,C,0,1
1002466,M,29,15,B,4+,0
1002467,M,43,10,C,0,0
1002468,M,25,1,A,4+,0
1002469,M,56,4,B,4+,0
1002472,M,23,18,A,1,1
1002473,M,46,12,A,1,0
1002474,M,32,12,C,2,0
1002475,F,29,18,A,2,0
1002476,M,54,12,C,1,1
1002477,M,52,0,B,1,1
1002478,M,44,1,A,0,0
1002479,F,42,1,C,2,0
1002480,F,52,20,C,3,1
1002481,M,44,14,C,1,0
1002482,F,31,3,C,1,1
1002483,M,29,13,C,3,1
1002484,M,27,5,B,0,0
1002485,M,36,14,C,3,1
1002486,M,33,12,A,1,0
1002489,F,26,9,B,1,0
1002490,M,58,12,B,3,1
1002491,M,58,7,C,0,0
1002492,F,59,2,C,4+,1
1002493,M,50,2,B,1,1
1002494,M,26,4,C,1,0
1002496,M,55,1,B,1,0
1002497,F,51,14,A,3,1
1002498,M,60,18,C,1,1
1002499,M,34,0,C,0,1
1002500,M,38,1,B,1,0
1002501,M,40,15,B,2,0
1002502,M,26,13,B,4+,1
1002503,M,38,17,C,3,1
1002504,M,44,7,A,2,1
1002505,M,20,7,A,3,1
1002506,F,18,14,A,4+,0
1002507,M,36,4,A,0,1
1002508,F,35,3,C,4+,1
1002509,M,43,5,C,1,1
1002510,M,62,7,C,0,0
1002511,M,44,7,C,2,0
1002512,F,36,14,C,1,1
1002513,M,59,1,A,1,1
1002514,M,58,14,A,1,1
1002516,F,31,6,C,1,1
1002517,F,55,9,C,1,0
1002518,M,48,7,C,4+,0
1002519,F,30,2,B,0,0
1002520,F,18,2,C,3,1
1002521,M,19,17,B,1,0
1002522,M,37,11,A,1,0
1002523,M,60,17,B,0,0
1002525,F,54,1,A,0,0
1002526,M,25,13,B,4+,1
1002528,M,42,0,A,1,0
1002529,F,60,9,A,3,0
1002530,M,28,0,B,1,0
1002532,F,57,13,C,0,0
1002533,F,56,3,B,1,0
1002535,F,26,2,C,2,1
1002536,M,27,13,B,4+,1
1002537,M,49,11,B,0,0
1002538,M,45,13,B,3,0
1002539,M,28,7,C,3,1
1002540,F,33,6,B,3,1
1002541,F,32,5,B,1,1
1002544,M,28,1,B,1,0
1002546,F,38,13,C,4+,0
1002547,F,36,0,C,0,1
1002548,F,32,6,C,2,0
1002550,M,42,7,C,2,1
1002551,M,47,12,A,1,1
1002552,F,62,9,C,2,1
1002554,M,19,1,B,1,1
1002555,M,41,7,C,2,0
1002556,M,30,4,C,2,0
1002557,F,51,19,C,3,0
1002558,M,41,17,C,3,1
1002559,M,21,10,C,2,0
1002560,F,34,6,C,1,1
1002561,M,53,15,A,2,1
1002564,F,25,20,C,2,1
1002565,M,53,5,C,3,0
1002566,M,52,17,B,3,0
1002567,M,27,0,C,1,0
1002568,M,57,17,C,1,0
1002569,M,37,0,C,0,1
1002570,F,45,14,C,0,1
1002571,M,44,17,C,4+,0
1002572,M,50,14,C,1,0
1002573,M,60,16,C,0,1
1002574,M,40,6,B,1,1
1002575,M,64,7,C,4+,0
1002576,M,60,17,B,0,0
1002577,M,52,7,C,2,0
1002578,M,38,7,A,1,1
1002579,M,47,15,C,4+,0
1002580,F,25,1,C,2,1
1002581,M,26,11,A,1,0
1002583,M,31,7,C,4+,0
1002585,M,21,15,C,1,1
1002586,M,29,20,C,1,1
1002587,M,62,7,C,1,0
1002588,F,42,13,C,1,1
1002589,M,30,0,C,3,0
1002590,M,31,4,A,0,0
1002592,M,18,7,B,1,1
1002593,M,26,16,C,2,0
1002594,M,36,7,C,0,0
1002595,M,22,4,B,1,0
1002596,M,64,7,C,2,1
1002597,F,28,0,A,3,1
1002599,M,64,12,B,2,0
1002600,M,27,14,C,1,1
1002602,M,33,12,B,1,0
1002603,M,41,17,C,1,0
1002604,M,45,0,B,1,1
1002605,M,21,7,C,0,1
1002606,M,33,7,C,3,1
1002607,F,27,0,C,0,0
1002608,F,56,1,A,2,0
1002610,M,19,7,C,2,0
1002611,M,59,3,B,4+,0
1002613,M,64,1,A,3,0
1002614,M,48,7,C,1,0
1002617,F,19,15,C,1,0
1002620,M,45,4,C,4+,0
1002621,M,46,0,C,1,0
1002622,F,58,6,B,2,1
1002624,F,41,0,A,1,1
1002625,M,23,7,C,3,0
1002627,M,28,1,B,2,1
1002628,F,25,2,B,0,0
1002629,M,56,11,C,0,1
1002630,F,36,5,B,4+,0
1002631,F,53,1,B,2,1
1002632,M,48,0,C,1,0
1002634,M,22,1,A,3,1
1002636,M,28,12,C,4+,1
1002637,F,63,20,B,1,0
1002638,M,44,14,B,2,0
1002639,F,65,6,C,3,0
1002641,M,48,6,C,1,1
1002642,M,21,0,C,0,0
1002643,M,27,17,B,1,1
1002644,M,23,15,C,3,0
1002645,M,19,7,A,1,0
1002646,M,25,17,C,1,1
1002647,F,33,11,C,1,1
1002648,M,32,17,B,2,0
1002649,M,31,16,C,2,0
1002650,M,24,7,C,1,0
1002651,M,28,14,C,3,1
1002653,M,44,7,A,0,0
1002654,F,34,9,C,0,1
1002655,M,39,7,C,1,0
1002656,M,63,13,C,2,1
1002657,F,30,10,C,1,0
1002659,M,23,14,B,4+,1
1002660,M,45,17,C,0,0
1002661,M,41,13,C,1,0
1002663,F,35,4,B,2,0
1002664,M,38,7,B,1,0
1002665,M,37,11,B,1,0
1002666,M,30,16,C,1,0
1002668,F,41,4,A,3,1
1002669,M,41,0,C,1,0
1002670,M,50,6,B,1,0
1002671,F,59,12,C,4+,0
1002672,M,52,7,C,1,1
1002673,M,37,7,C,0,0
1002674,M,18,4,A,1,0
1002675,M,42,18,C,3,1
1002676,M,55,20,B,1,1
1002678,M,49,6,C,1,1
1002679,F,62,4,A,2,0
1002680,M,47,12,C,1,1
1002681,F,36,4,B,1,0
1002682,M,45,4,C,3,1
1002683,M,39,7,C,1,1
1002684,F,37,0,C,3,1
1002685,M,41,7,C,2,1
1002686,M,28,0,C,1,0
1002687,M,33,10,C,0,0
1002688,M,29,17,C,2,0
1002689,M,25,12,B,0,0
1002691,M,59,4,B,2,0
1002692,F,22,4,C,0,0
1002693,M,65,13,C,1,0
1002694,M,57,4,B,3,1
1002695,M,60,11,C,4+,0
1002696,M,55,7,C,1,1
1002697,F,62,17,C,3,0
1002699,F,22,13,C,0,1
1002700,M,25,7,C,2,1
1002701,M,65,1,A,3,1
1002703,M,56,11,C,4+,1
1002704,M,24,13,C,1,1
1002705,M,37,1,B,3,1
1002706,F,61,1,B,4+,0
1002707,M,41,13,A,1,1
1002710,M,55,17,B,3,0
1002711,F,59,4,C,0,0
1002712,F,57,19,C,0,0
1002713,M,29,7,C,3,1
1002714,M,32,4,B,4+,0
1002715,F,43,4,C,0,0
1002717,M,41,4,C,4+,0
1002718,F,56,4,C,4+,1
1002719,M,33,12,C,3,0
1002720,M,37,0,C,1,0
1002724,F,60,2,A,3,1
1002725,M,47,7,C,1,1
1002726,M,57,11,C,1,1
1002727,M,65,11,C,0,0
1002728,M,33,12,C,1,0
1002729,M,54,7,C,0,1
1002730,M,65,11,C,1,1
1002731,M,43,7,C,1,0
1002732,M,29,17,C,2,1
1002733,M,23,17,B,1,1
1002734,F,61,4,C,1,0
1002735,M,21,7,A,1,0
1002736,M,30,12,C,4+,0
1002737,M,23,3,B,3,0
1002738,F,36,2,B,1,1
1002740,M,21,17,B,1,1
1002741,M,60,14,A,1,0
1002742,M,19,17,C,3,0
1002743,M,39,14,B,2,0
1002744,M,48,17,C,1,1
1002745,F,50,1,C,1,0
1002747,F,53,4,B,2,0
1002748,M,43,4,B,1,0
1002749,M,47,12,A,3,0
1002750,F,40,15,B,1,0
1002751,F,19,16,C,3,1
1002752,M,42,15,A,2,0
1002753,F,65,20,B,1,1
1002754,M,60,12,A,1,0
1002755,M,36,7,C,3,0
1002756,M,60,4,C,2,0
1002757,M,55,2,A,1,0
1002760,M,37,0,C,1,0
1002761,M,48,6,B,0,0
1002762,M,31,16,C,2,1
1002763,F,22,4,A,2,0
1002764,M,55,7,B,1,0
1002765,M,45,7,C,1,1
1002766,M,37,7,C,1,1
1002767,M,44,0,B,0,0
1002768,M,37,17,A,1,0
1002769,M,43,7,C,0,0
1002770,M,29,1,C,4+,0
1002771,M,48,1,A,4+,0
1002772,M,21,17,A,3,1
1002773,M,29,2,C,0,0
1002774,M,21,1,A,1,0
1002775,F,40,4,C,1,1
1002776,M,28,14,C,4+,0
1002777,M,61,4,B,2,0
1002778,M,47,13,B,3,0
1002779,M,21,7,B,1,0
1002780,M,43,17,A,1,0
1002781,M,44,4,C,2,1
1002782,F,48,4,C,4+,0
1002783,M,39,17,C,0,1
1002784,M,28,20,C,2,1
1002785,M,18,13,C,1,1
1002786,M,30,4,A,2,0
1002787,M,38,4,A,4+,0
1002788,M,29,1,B,0,1
1002789,M,31,4,B,2,1
1002790,M,55,20,A,3,0
1002792,M,31,4,C,1,0
1002793,M,53,7,B,3,0
1002794,M,34,2,B,1,1
1002795,M,57,13,C,4+,1
1002796,M,19,14,B,3,0
1002797,F,32,7,A,3,0
1002798,M,23,20,B,1,0
1002799,M,48,0,C,2,0
1002800,F,32,4,C,1,0
1002801,F,53,3,A,1,1
1002802,M,28,20,B,2,0
1002803,M,61,7,B,3,0
1002804,F,21,0,C,2,0
1002806,M,36,10,B,4+,0
1002807,F,27,11,B,2,1
1002808,M,57,16,A,3,0
1002809,M,59,7,A,4+,0
1002810,F,22,10,B,2,0
1002811,M,32,19,B,1,0
1002812,M,33,17,B,3,0
1002813,M,45,20,A,1,0
1002814,M,19,7,B,1,0
1002817,M,26,12,C,3,1
1002818,M,36,12,B,2,0
1002819,M,35,14,C,1,1
1002820,F,31,0,A,2,0
1002822,M,52,7,B,2,1
1002823,M,50,4,C,1,0
1002824,M,52,4,C,3,0
1002825,F,36,20,B,1,1
1002826,M,20,12,A,4+,1
1002828,M,52,4,C,2,0
1002830,M,45,7,B,0,0
1002831,M,37,0,C,4+,0
1002832,M,42,17,B,4+,0
1002833,M,49,15,C,2,0
1002834,M,40,1,C,1,1
1002835,M,25,20,B,2,0
1002837,M,40,0,B,1,0
1002838,M,33,1,C,1,0
1002839,M,52,17,B,1,0
1002840,M,62,0,A,1,1
1002841,M,18,12,B,1,1
1002842,M,54,17,C,4+,0
1002844,M,21,20,C,3,1
1002845,M,62,4,C,2,0
1002846,F,28,4,C,4+,0
1002847,M,45,4,A,3,0
1002848,M,63,0,C,1,1
1002849,M,42,11,A,3,0
1002852,M,19,12,C,1,0
1002853,M,51,1,C,2,0
1002854,F,42,4,B,1,0
1002855,M,24,4,B,4+,0
1002856,M,26,11,A,2,0
1002857,M,44,0,B,2,0
1002858,F,52,10,B,2,0
1002859,M,31,1,C,0,0
1002860,M,52,17,A,2,0
1002861,M,59,15,C,1,0
1002862,M,24,7,C,3,1
1002863,F,65,2,B,1,0
1002864,F,60,3,C,1,0
1002865,F,52,6,C,1,1
1002866,M,32,7,C,2,0
1002868,M,33,12,B,3,0
1002869,M,36,17,C,0,1
1002870,M,33,18,B,0,1
1002872,M,57,20,B,1,0
1002873,F,42,4,B,1,0
1002874,F,18,20,B,1,0
1002876,M,32,17,C,1,1
1002877,M,62,1,C,1,0
1002878,F,62,20,A,2,1
1002879,M,38,4,C,1,0
1002880,M,24,12,A,3,0
1002881,F,21,12,C,1,1
1002882,M,19,20,A,4+,0
1002883,M,27,20,B,3,0
1002884,F,44,3,C,1,1
1002885,F,45,1,A,2,0
1002886,M,59,4,B,3,0
1002887,M,58,3,B,3,1
1002888,M,18,14,B,2,1
1002889,M,27,3,A,1,1
1002890,M,33,7,B,2,1
1002891,F,56,4,A,1,0
1002892,M,58,4,C,3,0
1002894,M,48,4,B,4+,0
1002895,M,35,11,B,4+,0
1002896,M,33,14,B,0,0
1002897,M,64,5,B,0,1
1002899,M,19,14,A,3,1
1002900,M,44,12,C,2,1
1002901,M,26,17,B,2,0
1002903,M,62,16,B,2,0
1002904,M,51,4,C,3,0
1002905,M,34,17,B,1,0
1002906,M,51,19,A,0,0
1002907,F,28,5,A,4+,0
1002908,M,21,2,C,3,0
1002909,M,65,7,A,1,0
1002910,M,34,19,C,0,0
1002911,F,62,4,A,3,0
1002913,F,32,20,B,3,1
1002914,M,60,4,B,0,1
1002915,M,23,7,C,3,0
1002916,M,34,2,C,3,0
1002917,M,54,0,A,2,1
1002918,M,45,12,B,2,0
1002919,M,64,17,C,2,0
1002920,M,58,2,A,1,1
1002921,M,38,1,C,2,0
1002922,M,45,17,B,2,1
1002926,F,40,2,B,1,0
1002927,M,28,12,A,2,1
1002928,M,56,2,B,1,1
1002929,M,41,2,A,4+,0
1002930,M,24,17,C,1,1
1002931,M,48,4,B,2,0
1002933,M,29,11,C,4+,0
1002934,F,47,20,B,3,0
1002935,M,22,0,B,2,1
1002937,F,61,4,A,4+,0
1002938,F,57,0,B,1,0
1002939,F,45,15,B,1,0
1002941,M,55,12,B,1,1
1002942,F,55,1,C,1,1
1002943,M,24,12,C,1,0
1002945,F,32,17,C,4+,1
1002946,M,34,16,A,0,1
1002947,F,23,0,A,1,1
1002948,M,39,14,B,1,0
